4525688994765500000000
630
60bdf375-8921-382f-83ee-42e401d776cb,0.5483494,1547819648
96a0419d-6488-330a-bb16-21f82e6dd879,0.5572869,1704763136
e213c06c-5737-3545-a27b-43d602141075,0.9341367,1292226944
714b661d-562e-3cd7-9cc5-ac15eab525ba,0.41162282,1394417664
73cf64ea-b91a-3d60-b5a5-5ebc350fdf67,0.6963137,1972581376
5b45ae32-e077-3313-98a2-9f1cc0743628,0.6241283,633642560
c5e6d567-4fea-3e42-9475-225c3df72650,0.641496,1230761984
255aa248-df05-33ee-9fb0-7ce273383004,0.48866624,1632935424
dc55713f-28ba-35a9-bb0f-ce3e8f241b6a,0.5687487,604818816
ce3241cb-a8b4-3983-afa0-bfc9bf59e4c9,0.25387037,10313416
b476eb22-4553-3801-b974-0b04172c0140,0.7046978,1821151104
405bd653-e104-320f-b5b6-547816bddef2,0.60678697,1916693632
5523468d-052b-3202-b37a-4fcf9b8fcca0,0.8406708,1888391296
1a571167-3089-34e1-a714-21209ee41ccd,0.10855323,2084676096
b1102372-8c25-3771-aec9-cb37578f7e89,0.6704786,1710598656
72a80f19-fd40-3c1d-b65f-3eb6595b06d4,0.10383732,1473822976
b4bddcc8-99db-38ef-8ff4-3fe3d4bddaef,0.20386204,880523456
c49dfdf6-d68e-3dcd-b49e-c55a3dc2617b,0.59301656,1092090240
0035164d-b597-3ab4-b98f-f8ea12879b5e,0.41597033,1110987008
503e5a99-7212-3868-9d1f-c38a1e538046,0.107568815,853959680
5c0793ca-ba38-33c5-95e7-e67c3864865b,0.08232314,1304204160
c41655fc-494f-3cc7-b814-b8fcd146f500,0.6190346,1301246464
0a346897-1e38-3cba-8ca8-be5485d0aaa8,0.38278452,263797120
678da9b4-6922-3ea6-aad5-95e5776a1322,0.3818939,2021749888
708adf01-cced-3c81-abd8-68a70dd71a81,0.2410423,316349568
d5d86cd5-3963-351e-959a-8ab0d75fbf8d,0.2877432,1220203776
5b1f0bcf-9581-3f4b-ab7b-6f2935123fed,0.554867,587156352
e1095b12-752b-300f-9c48-ad24b847b17e,0.70585656,1797780992
6a63c7ff-2fff-3a15-8f23-7b68393fdc36,0.5075854,1846387584
078fa127-7e3d-3e73-be13-3fe5011a9a4c,0.76284593,150391728
ce15b22f-dac5-3027-9e0b-2a21567629ff,0.8352645,606429440
edc0002e-8216-3ef0-a31e-c1b8b6f0aa34,0.21240768,2005758848
9dd223bb-562a-30b6-b17d-b7ad582d51c1,0.8948056,1017761984
1be09668-2942-31f5-8894-80cda4939c65,0.5759379,338332256
5fa0440f-2908-33f6-a6fa-0b94c1aff952,0.72334594,508003744
111daab1-27e3-3774-9fb2-92fcaffacc2d,0.50208485,2086862720
5af3e9d9-d324-333c-aee5-732ac20f2487,0.30662137,1991239552
8f1e8d62-0b4a-344d-8f36-9ef214cd737d,0.40070438,1042430592
84318ed1-5244-3de5-82fa-6325e390bb8f,0.35570738,909592768
1d684cd2-0deb-347a-aaf5-0e4000ff9b1d,0.6196052,423877184
c73dca3e-f2dd-34b1-b989-3f420e1edfb3,0.9229319,73156896
a5ab0238-ec7c-3a7d-83a3-0f83622d0dbf,0.6721182,105307344
