e0b0d876-c40f-3fa1-a878-8943f797a073,YMhHQa2bbSHrjP9+hgbkyqnqZ38=,0.43172933354362786,2060964419,6260490080057718427
4e28a981-da68-3691-bc9c-39bc746b2db7,xMHpALV9gAJHYcKImhXpx+yRY6I=,0.3301703412206798,601862528,5852197796608373145
f9aa44d9-4d2d-322f-99c8-32e32f1671d6,4WrIJ8+1iAn/ix9Qm3hD4wJ/Ruo=,0.8342288760709664,138789353,7697742216046951875
720c8af3-2617-3264-a252-52d8ebf1fd83,Iua56c553ApiIboC5zsTc9WYhVc=,0.5857124038896804,1946372749,2824656107489880276
496ec9b2-7c34-3e7b-9ea3-9438877b13a9,Rg7xmRxedna+rr+oRc4I2pq9sMA=,0.021007687164328326,907781339,3061482918559327240
00d6ca3f-f49e-3ef2-b674-640e9a894b0f,O9z+UiOQWjQLjCPdi4N6D6quCO8=,0.8373882610854606,264761360,1205150595505637665
2aaa6624-3391-360b-aaf2-900e12042bd3,JFg71NKdOscqGQ+BSWSkkoBEx0M=,0.8014650060076258,183734393,2095209905487364210
ea2b785a-c155-3d13-8b85-22cf835368d9,r2cO4wHkarwBuYT3z72/050Yidc=,0.40639295075628856,1759701803,7764426278227917860
84035d05-1373-38dd-907d-1536aaf5e3c8,guT+sgCZQrLtvmhENg/SBvUD3ag=,0.7191785071398283,510426272,7996103805912365302
7073df2c-7d61-3425-86e6-3628873b682a,P+yj+rzOzuZZK1OKy5i4L6j90oM=,0.7542561582519762,1612934714,3173314981649820247
dbcd5af2-c0a5-3fad-9581-fa8f072a66b2,6ndWDwhW31r1EZ73UWWEtXjJXvs=,0.5401008143593631,611476480,577324476731550748
4efd2045-9eb8-367d-adad-f2085bfc2685,o2adZDHtf8UtQRKpeXDPuGn6PsI=,0.330059539532607,1500160047,3167067052708146928
79eb308d-7590-375a-8ff1-d0deba83a0f9,42wJDK+MhFJCL68twPxhICzK8Vk=,0.27164824055377534,514982553,4712722004693356802
39dd46a4-6bc5-30f9-ab48-58bfad73ddcd,Q704ttVXUBMxomQms5hepDeGjvs=,0.0796553239450527,922312690,4301690881077637148
2e86c661-95ec-3bb1-8595-e8f7d1b982ff,X26lEPVXGvxo/rSIGQW+E+Kh6R0=,0.016945419254273952,1259600429,7443997934253492201
2f4c0bfa-6e4a-34ca-81c4-160a8c2cdbf3,8ZpnXm7pWHYZKaDMCuuCe/1k+ME=,0.6622400933764401,600833678,1246153293846223513
c33f2079-8faf-39cf-a5e2-93c61cabeb42,NbGlzmThFEp8cqo1onBiEi4g8fo=,0.8418141391297398,1389904593,452863077081630334
5155b980-a806-3227-8975-e9b795fddb27,+DqRqwylZabTGsc4vwnBZb6qrIc=,0.15757797778057692,643699584,3509860926990721848
676a72a3-3009-366f-ab54-fa9a38a0462c,1wzbSZxNRF5ek+kP4ZRZhkIPpEU=,0.024457081221543664,236937438,3926204230016811999
d3ec6329-fcab-350a-a076-53011ea40f20,E2l88t4lozT16+X9R80ardgkBYw=,0.9746261148955958,975218479,734617161079872099
ddd339af-7841-34d3-900a-65132befe75d,q5+uKEApX2CevCCdUBMaNJbw7mI=,0.6222089331367026,2893393,4978363407128050940
21b918ee-1964-3a3c-9ae9-bb61afacd63b,MMkMt/KbWOwAKMc2G0QrjlWiOzg=,0.15272799136024473,25807670,4455952954446885735
8643bc39-b168-35d1-8f58-004717e836f1,36WlYZiiZSNzo12QScp9BHcJhBM=,0.20719547162805352,1696546736,9011659641506730609
96a0419d-6488-330a-bb16-21f82e6dd879,CBIbMwi/CQVBlxE1xJzj2PJfBjU=,0.5091414654311962,78535125,8457365918372695741
f5dc1973-bfd3-31ec-a8fe-331d4205a7ef,jeGG+YDP2Ct5x2onkdMMjxkWquI=,0.47170780768257203,1114062893,795045290675730041
b155e9ef-272d-36c4-a0da-8e64cd841a17,85IbXvlk3M50T9OLatDJpaId7Cs=,0.47729726964430763,891102063,3191695343856538926
b1337860-31c8-33ba-838a-824ef422db7e,hflB9XpoIQYvAr1jBgEzVMUju4A=,0.8966821597436818,1066500556,989062197353036554
